customer,state,customer_lifetime_value,response,coverage,education,effective_to_date,employmentstatus,gender,income,location_code,marital_status,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,policy_type,policy,renew_offer_type,sales_channel,total_claim_amount,vehicle_class,vehicle_size,vehicle_type,month
EG48956,Washington,4031,No,Basic,College,2011-02-07,Unemployed,M,0,Suburban,Married,63,35,59,3,3,Personal Auto,Personal L2,Offer2,Call Center,639,Two-Door Car,Large,A,2
PM61374,California,8087,No,Premium,Bachelor,2011-02-06,Unemployed,F,0,Suburban,Married,110,9,23,0,6,Personal Auto,Personal L1,Offer1,Web,550,Two-Door Car,Medsize,A,2
YI73667,California,5340,No,Basic,College,2011-01-17,Unemployed,F,0,Suburban,Married,72,1,73,0,6,Personal Auto,Personal L3,Offer2,Web,345,Four-Door Car,Medsize,A,1
QP65569,Arizona,12157,Yes,Premium,High School or Below,2011-02-27,Employed,M,57449,Suburban,Single,103,6,28,0,2,Personal Auto,Personal L3,Offer1,Agent,494,Four-Door Car,Medsize,A,2
YQ44187,Oregon,2545,No,Basic,Bachelor,2011-02-26,Employed,F,26746,Rural,Single,66,20,41,0,1,Personal Auto,Personal L2,Offer1,Agent,165,Two-Door Car,Medsize,A,2
NM77390,Nevada,8197,No,Basic,High School or Below,2011-01-13,Employed,M,56788,Suburban,Single,108,22,34,5,7,Special Auto,Special L3,Offer1,Agent,579,SUV,Medsize,A,1
DI89983,California,5223,No,Basic,Bachelor,2011-02-04,Medical Leave,M,16513,Suburban,Divorced,71,23,37,0,6,Personal Auto,Personal L3,Offer3,Branch,340,Four-Door Car,Medsize,A,2
IS12075,California,5100,No,Basic,High School or Below,2011-01-26,Unemployed,F,0,Suburban,Single,71,9,2,1,7,Corporate Auto,Corporate L1,Offer3,Web,653,Four-Door Car,Small,A,1
PP92749,California,3939,Yes,Extended,Bachelor,2011-01-28,Employed,F,60021,Suburban,Married,99,12,28,0,1,Special Auto,Special L2,Offer2,Agent,882,Four-Door Car,Small,A,1
VJ45879,California,4450,No,Premium,Bachelor,2011-01-28,Employed,M,26848,Rural,Married,114,10,50,0,1,Personal Auto,Personal L1,Offer4,Agent,100,Two-Door Car,Medsize,A,1
PU36617,Arizona,6470,No,Extended,College,2011-02-07,Employed,M,48638,Rural,Married,82,16,29,0,3,Personal Auto,Personal L1,Offer3,Call Center,183,Four-Door Car,Medsize,A,2
UU99893,Arizona,7689,No,Extended,Master,2011-02-04,Employed,F,42677,Suburban,Divorced,96,5,20,0,3,Personal Auto,Personal L3,Offer1,Branch,1084,Four-Door Car,Small,A,2
OP68330,Oregon,7247,No,Extended,College,2011-02-26,Unemployed,F,0,Suburban,Married,96,31,64,1,3,Personal Auto,Personal L2,Offer1,Agent,460,Four-Door Car,Large,A,2
QF74806,California,6047,Yes,Extended,College,2011-02-19,Employed,M,20396,Suburban,Married,76,15,60,1,4,Personal Auto,Personal L3,Offer1,Branch,364,Four-Door Car,Medsize,A,2
NS19456,Oregon,9378,No,Basic,College,2011-01-07,Employed,F,36067,Suburban,Married,117,30,78,0,3,Personal Auto,Personal L3,Offer2,Branch,561,Luxury,Large,A,1
OF24813,Washington,32961,No,Basic,High School or Below,2011-02-19,Employed,F,66014,Urban,Married,102,34,11,0,2,Personal Auto,Personal L3,Offer2,Branch,459,SUV,Medsize,A,2
VZ81004,California,19259,No,Premium,Master,2011-01-26,Employed,F,35973,Suburban,Married,159,15,97,0,2,Personal Auto,Personal L2,Offer1,Call Center,763,Luxury,Large,A,1
KK26955,Washington,2589,No,Basic,High School or Below,2011-01-23,Employed,F,49675,Suburban,Married,65,10,54,0,1,Personal Auto,Personal L2,Offer2,Agent,312,Two-Door Car,Medsize,A,1
JF90784,California,19323,No,Extended,High School or Below,2011-01-08,Unemployed,F,0,Suburban,Divorced,139,24,3,1,2,Personal Auto,Personal L2,Offer1,Branch,1389,SUV,Small,A,1
IW77519,Washington,2610,No,Basic,Bachelor,2011-01-18,Employed,F,54737,Suburban,Single,66,3,86,0,1,Personal Auto,Personal L3,Offer3,Web,391,Four-Door Car,Medsize,A,1
GR37045,Nevada,2991,No,Extended,Bachelor,2011-02-06,Unemployed,F,0,Suburban,Single,80,9,96,0,1,Corporate Auto,Corporate L2,Offer2,Web,576,Four-Door Car,Small,A,2
YW26148,California,12992,No,Basic,High School or Below,2011-02-06,Unemployed,F,0,Suburban,Single,72,8,61,0,2,Personal Auto,Personal L3,Offer1,Agent,518,Four-Door Car,Medsize,A,2
YC11951,California,7519,No,Extended,High School or Below,2011-02-20,Employed,M,96306,Rural,Divorced,95,12,17,1,6,Corporate Auto,Corporate L2,Offer1,Agent,185,Four-Door Car,Medsize,A,2
OP43389,California,8178,No,Basic,College,2011-01-28,Employed,F,29057,Suburban,Married,102,22,24,0,3,Corporate Auto,Corporate L3,Offer2,Agent,489,SUV,Medsize,A,1
DG80424,Washington,2691,No,Basic,College,2011-01-24,Employed,F,77411,Urban,Married,67,30,63,0,1,Personal Auto,Personal L2,Offer2,Agent,257,Four-Door Car,Medsize,A,1
YS84064,Arizona,15481,No,Premium,Bachelor,2011-01-05,Unemployed,M,0,Suburban,Single,180,29,19,3,2,Corporate Auto,Corporate L3,Offer2,Agent,1296,SUV,Medsize,A,1
YZ77792,Washington,4630,No,Basic,High School or Below,2011-01-13,Unemployed,F,0,Suburban,Single,64,3,59,0,4,Personal Auto,Personal L3,Offer1,Agent,460,Four-Door Car,Small,A,1
CA86085,Washington,5608,No,Basic,High School or Below,2011-02-22,Employed,M,67176,Suburban,Single,72,20,90,0,9,Personal Auto,Personal L3,Offer2,Branch,345,Four-Door Car,Large,A,2
UP90711,Oregon,2836,No,Basic,Bachelor,2011-01-31,Employed,F,61029,Rural,Single,72,26,98,0,1,Personal Auto,Personal L2,Offer2,Call Center,114,Two-Door Car,Medsize,A,1
TN54884,California,14932,No,Basic,College,2011-01-08,Employed,F,39049,Urban,Married,63,30,34,0,2,Personal Auto,Personal L2,Offer2,Agent,294,Two-Door Car,Medsize,A,1
OI39301,California,8906,No,Basic,High School or Below,2011-02-02,Unemployed,F,0,Suburban,Single,118,28,33,0,3,Personal Auto,Personal L2,Offer2,Agent,566,SUV,Medsize,A,2
EW73206,California,8044,No,Basic,Bachelor,2011-01-12,Employed,F,68849,Urban,Married,67,9,67,0,2,Corporate Auto,Corporate L1,Offer2,Call Center,252,Two-Door Car,Medsize,A,1
VE89726,California,8024,No,Basic,High School or Below,2011-01-15,Unemployed,F,0,Suburban,Single,119,6,48,1,8,Personal Auto,Personal L1,Offer3,Branch,856,SUV,Medsize,A,1
WH24638,California,7079,No,Extended,College,2011-02-28,Employed,F,24450,Urban,Married,90,4,65,0,4,Personal Auto,Personal L2,Offer3,Agent,250,Four-Door Car,Medsize,A,2
YA70612,Oregon,8962,No,Basic,Bachelor,2011-02-14,Employed,M,97924,Suburban,Married,74,4,26,0,2,Personal Auto,Personal L2,Offer1,Branch,355,Two-Door Car,Medsize,A,2
TS53731,California,8660,No,Basic,College,2011-02-20,Employed,F,79674,Rural,Married,107,29,50,0,3,Personal Auto,Personal L2,Offer3,Call Center,9,SUV,Medsize,A,2
CZ84042,California,2660,No,Basic,High School or Below,2011-01-25,Employed,F,53333,Rural,Married,66,4,34,0,1,Personal Auto,Personal L1,Offer2,Branch,22,Two-Door Car,Medsize,A,1
PA80607,Oregon,8096,No,Basic,High School or Below,2011-02-25,Employed,M,85483,Urban,Married,67,8,15,0,2,Personal Auto,Personal L3,Offer2,Agent,314,Two-Door Car,Medsize,A,2
DY92795,Oregon,3226,No,Extended,Bachelor,2011-01-01,Employed,F,83252,Suburban,Married,80,4,98,0,1,Personal Auto,Personal L1,Offer2,Call Center,384,Four-Door Car,Medsize,A,1
NI99807,Oregon,13869,Yes,Basic,College,2011-01-21,Employed,M,28432,Suburban,Married,118,1,59,0,2,Personal Auto,Personal L2,Offer2,Branch,612,SUV,Small,A,1
EZ77297,California,3267,No,Extended,Master,2011-01-27,Employed,M,28729,Urban,Single,90,26,19,3,1,Personal Auto,Personal L3,Offer3,Agent,338,Four-Door Car,Medsize,A,1
GU91528,Oregon,4254,Yes,Basic,High School or Below,2011-02-03,Disabled,F,11904,Suburban,Single,61,34,11,2,3,Personal Auto,Personal L1,Offer1,Web,292,Four-Door Car,Medsize,A,2
HB12866,California,7449,No,Extended,High School or Below,2011-02-26,Unemployed,F,0,Suburban,Single,206,7,82,0,1,Personal Auto,Personal L2,Offer2,Agent,1483,Luxury,Large,A,2
RV52244,Arizona,2498,No,Basic,Bachelor,2011-02-20,Employed,F,31357,Rural,Married,63,2,88,0,1,Personal Auto,Personal L3,Offer2,Branch,2,Four-Door Car,Medsize,A,2
OV87950,California,2837,No,Basic,College,2011-02-14,Employed,M,29242,Suburban,Married,73,26,23,0,1,Personal Auto,Personal L1,Offer3,Branch,350,Two-Door Car,Large,A,2
UK86050,California,7887,No,Basic,High School or Below,2011-02-24,Employed,F,76590,Urban,Divorced,65,0,91,0,2,Personal Auto,Personal L3,Offer1,Agent,183,Four-Door Car,Large,A,2
DH41343,Washington,2443,No,Basic,College,2011-02-23,Employed,M,92834,Suburban,Married,61,15,56,0,1,Special Auto,Special L2,Offer2,Call Center,292,Four-Door Car,Large,A,2
QI64880,California,7007,No,Basic,Bachelor,2011-02-07,Unemployed,M,0,Suburban,Single,101,12,12,0,6,Corporate Auto,Corporate L3,Offer2,Branch,973,SUV,Medsize,A,2
RV95842,California,8065,No,Extended,College,2011-02-07,Retired,M,29692,Suburban,Divorced,77,3,53,0,2,Personal Auto,Personal L2,Offer2,Branch,449,Four-Door Car,Medsize,A,2
TJ58873,Oregon,2748,No,Basic,High School or Below,2011-01-14,Employed,M,56900,Urban,Married,68,11,34,0,1,Personal Auto,Personal L3,Offer3,Agent,304,Four-Door Car,Medsize,A,1
TW16499,California,3633,No,Extended,Bachelor,2011-02-28,Employed,M,43334,Suburban,Married,95,3,72,2,1,Corporate Auto,Corporate L2,Offer4,Call Center,614,Two-Door Car,Small,A,2
XX34879,Oregon,14718,No,Extended,College,2011-02-26,Employed,M,56263,Suburban,Married,93,27,31,0,2,Corporate Auto,Corporate L3,Offer2,Agent,446,Four-Door Car,Medsize,A,2
DC70690,Arizona,5598,No,Basic,College,2011-01-13,Employed,F,51737,Suburban,Single,71,13,55,0,6,Personal Auto,Personal L1,Offer1,Web,430,Four-Door Car,Medsize,A,1
SK98708,Oregon,4069,No,Premium,College,2011-01-13,Unemployed,F,0,Suburban,Single,117,0,42,0,1,Corporate Auto,Corporate L3,Offer2,Branch,609,Four-Door Car,Medsize,A,1
IQ30108,Oregon,3087,No,Extended,High School or Below,2011-01-28,Employed,M,67591,Urban,Married,77,2,78,0,1,Special Auto,Special L2,Offer3,Agent,198,Four-Door Car,Medsize,A,1
SF32458,California,4991,No,Basic,Doctor,2011-01-30,Medical Leave,M,12608,Urban,Married,66,23,72,1,3,Personal Auto,Personal L1,Offer1,Agent,214,Four-Door Car,Medsize,A,1
MU59158,Arizona,4090,No,Premium,Master,2011-01-30,Employed,F,38884,Urban,Married,102,4,87,0,1,Personal Auto,Personal L3,Offer4,Branch,423,Two-Door Car,Medsize,A,1
ZP49970,Oregon,5824,No,Basic,Bachelor,2011-01-26,Employed,M,40964,Suburban,Married,74,7,57,0,8,Special Auto,Special L2,Offer3,Agent,355,Two-Door Car,Large,A,1
KN65809,Washington,11131,No,Extended,High School or Below,2011-01-04,Unemployed,F,0,Suburban,Married,99,26,60,0,2,Personal Auto,Personal L3,Offer1,Agent,475,Four-Door Car,Small,A,1
HU41273,California,8564,No,Basic,High School or Below,2011-02-17,Employed,M,95697,Rural,Married,107,29,29,0,9,Personal Auto,Personal L2,Offer2,Agent,178,Luxury,Medsize,A,2
BH35016,California,16706,No,Basic,Bachelor,2011-02-09,Employed,F,63933,Suburban,Divorced,70,35,98,0,2,Personal Auto,Personal L3,Offer1,Call Center,424,Two-Door Car,Medsize,A,2
KC26486,Arizona,8427,Yes,Extended,Bachelor,2011-02-10,Employed,F,46503,Suburban,Divorced,215,15,21,0,1,Personal Auto,Personal L2,Offer1,Agent,1032,Luxury,Medsize,A,2
VO25412,Washington,8936,No,Basic,Master,2011-01-01,Employed,F,37520,Rural,Married,74,21,30,0,2,Special Auto,Special L3,Offer1,Agent,163,Two-Door Car,Medsize,A,1
ZS72533,Oregon,5191,No,Basic,High School or Below,2011-02-09,Employed,M,86451,Rural,Single,65,0,99,0,3,Personal Auto,Personal L3,Offer1,Branch,7,Two-Door Car,Medsize,A,2
RR66500,California,2436,No,Basic,Master,2011-01-30,Employed,M,87462,Rural,Married,61,0,79,1,1,Corporate Auto,Corporate L2,Offer4,Call Center,51,Four-Door Car,Medsize,A,1
KE60943,California,4908,No,Basic,Bachelor,2011-02-27,Employed,M,33305,Suburban,Married,62,3,12,0,5,Special Auto,Special L2,Offer1,Call Center,353,Four-Door Car,Small,A,2
QJ40732,Arizona,4880,No,Basic,College,2011-01-23,Employed,M,97984,Suburban,Married,61,1,36,1,5,Personal Auto,Personal L2,Offer2,Agent,407,Four-Door Car,Small,A,1
CS51928,California,4508,No,Basic,Bachelor,2011-02-08,Employed,M,83777,Urban,Married,112,18,74,0,1,Personal Auto,Personal L3,Offer1,Branch,377,Luxury,Small,A,2
HU35721,Oregon,2876,No,Basic,High School or Below,2011-02-14,Employed,M,40171,Suburban,Divorced,73,8,78,0,1,Personal Auto,Personal L3,Offer4,Agent,350,Four-Door Car,Medsize,A,2
FM59265,Washington,8034,No,Basic,Bachelor,2011-01-03,Unemployed,F,0,Suburban,Married,103,16,50,0,7,Personal Auto,Personal L3,Offer2,Agent,741,Four-Door Car,Medsize,A,1
ZJ26179,Oregon,8382,Yes,Basic,Bachelor,2011-01-27,Employed,M,25998,Suburban,Married,71,16,38,0,2,Personal Auto,Personal L3,Offer2,Call Center,791,Four-Door Car,Medsize,A,1
VZ39362,Oregon,9060,No,Basic,High School or Below,2011-01-18,Employed,F,57078,Suburban,Married,113,26,13,1,8,Personal Auto,Personal L3,Offer1,Call Center,542,Luxury,Large,A,1
DP77737,Oregon,15114,Yes,Basic,High School or Below,2011-01-19,Medical Leave,F,28513,Suburban,Married,100,4,22,1,2,Personal Auto,Personal L1,Offer2,Call Center,480,SUV,Medsize,A,1
SY95534,California,3792,No,Basic,Bachelor,2011-01-21,Unemployed,M,0,Suburban,Married,104,23,76,0,1,Personal Auto,Personal L3,Offer3,Branch,748,SUV,Medsize,A,1
MG12206,California,3728,No,Basic,College,2011-02-27,Unemployed,M,0,Suburban,Single,69,21,54,5,3,Personal Auto,Personal L2,Offer4,Call Center,496,Two-Door Car,Medsize,A,2
QK88438,Arizona,5323,No,Basic,College,2011-02-19,Employed,F,55289,Rural,Single,67,15,71,0,3,Personal Auto,Personal L3,Offer2,Agent,134,Four-Door Car,Medsize,A,2
BK43823,Oregon,12052,No,Premium,High School or Below,2011-01-03,Employed,F,25419,Suburban,Married,101,13,18,0,2,Personal Auto,Personal L2,Offer2,Call Center,584,Four-Door Car,Medsize,A,1
WS82822,Oregon,5391,No,Basic,College,2011-02-21,Employed,F,41662,Urban,Divorced,69,27,73,0,6,Corporate Auto,Corporate L3,Offer1,Agent,217,Four-Door Car,Medsize,A,2
DN66715,California,5181,Yes,Basic,Master,2011-02-03,Employed,F,97131,Suburban,Married,64,5,80,0,6,Personal Auto,Personal L3,Offer2,Agent,307,Four-Door Car,Small,A,2
LK60013,Oregon,5969,No,Basic,Bachelor,2011-01-26,Employed,F,97431,Suburban,Married,74,1,72,0,3,Personal Auto,Personal L2,Offer3,Branch,355,Four-Door Car,Medsize,A,1
NR32615,California,5498,Yes,Basic,College,2011-02-05,Medical Leave,M,22520,Suburban,Married,73,17,64,0,3,Corporate Auto,Corporate L2,Offer1,Branch,350,Four-Door Car,Medsize,A,2
CY50337,California,10928,No,Extended,College,2011-01-11,Employed,F,74965,Rural,Married,90,20,93,0,2,Personal Auto,Personal L3,Offer1,Agent,58,Four-Door Car,Medsize,A,1
FC48492,California,2876,No,Extended,Bachelor,2011-02-19,Unemployed,M,0,Suburban,Single,84,4,29,0,1,Personal Auto,Personal L1,Offer3,Branch,849,Four-Door Car,Medsize,A,2
EO77382,Arizona,8873,No,Premium,Bachelor,2011-02-14,Employed,F,53503,Suburban,Single,114,3,43,0,7,Personal Auto,Personal L1,Offer1,Agent,547,Four-Door Car,Medsize,A,2
PL18921,Oregon,11981,Yes,Basic,Master,2011-01-20,Retired,F,21514,Urban,Married,62,0,59,0,2,Personal Auto,Personal L2,Offer1,Agent,257,Two-Door Car,Medsize,A,1
XD32841,Oregon,13897,No,Premium,Bachelor,2011-02-23,Medical Leave,M,24378,Suburban,Married,188,18,34,0,5,Corporate Auto,Corporate L3,Offer1,Agent,902,SUV,Medsize,A,2
RE85409,California,5386,No,Basic,High School or Below,2011-02-21,Employed,M,93893,Rural,Married,67,16,70,0,8,Personal Auto,Personal L2,Offer3,Agent,98,Four-Door Car,Medsize,A,2
VV81837,Oregon,4928,No,Extended,High School or Below,2011-02-15,Employed,M,52507,Suburban,Married,123,23,55,0,1,Personal Auto,Personal L3,Offer1,Agent,590,SUV,Medsize,A,2
CF27806,California,5470,Yes,Extended,Bachelor,2011-02-17,Employed,F,54507,Suburban,Married,138,20,11,0,1,Personal Auto,Personal L3,Offer2,Agent,702,SUV,Medsize,A,2
DJ11965,California,4904,Yes,Extended,College,2011-02-14,Retired,F,12902,Suburban,Divorced,139,3,51,0,1,Personal Auto,Personal L3,Offer1,Agent,667,Luxury,Medsize,A,2
GA93544,Oregon,2897,No,Extended,High School or Below,2011-02-27,Unemployed,F,0,Suburban,Single,77,19,17,0,1,Personal Auto,Personal L2,Offer1,Branch,554,Four-Door Car,Medsize,A,2
FP66510,Washington,8186,No,Basic,High School or Below,2011-01-28,Employed,F,43877,Urban,Married,102,26,77,0,4,Corporate Auto,Corporate L1,Offer1,Agent,414,SUV,Medsize,A,1
BQ60673,California,5205,No,Basic,Bachelor,2011-01-14,Employed,M,32946,Suburban,Married,66,13,7,0,6,Corporate Auto,Corporate L3,Offer1,Branch,316,Two-Door Car,Small,A,1
ZX35838,Oregon,9336,No,Premium,Master,2011-01-25,Employed,F,70177,Rural,Married,115,12,34,0,8,Personal Auto,Personal L1,Offer1,Agent,225,Four-Door Car,Medsize,A,1
VP57424,Nevada,6997,No,Extended,Bachelor,2011-01-08,Employed,F,55873,Urban,Married,88,30,19,0,6,Personal Auto,Personal L2,Offer2,Agent,299,Four-Door Car,Small,A,1
XB71208,California,2735,No,Basic,College,2011-02-14,Employed,F,96314,Urban,Single,69,2,76,0,1,Personal Auto,Personal L3,Offer2,Agent,296,Four-Door Car,Medsize,A,2
HJ64239,California,8262,No,Basic,College,2011-01-01,Unemployed,F,0,Suburban,Single,113,25,55,0,3,Corporate Auto,Corporate L3,Offer1,Agent,813,SUV,Medsize,A,1
EN65835,Arizona,58753,No,Premium,Bachelor,2011-01-06,Employed,F,24964,Suburban,Married,185,0,84,0,2,Personal Auto,Personal L2,Offer2,Agent,888,SUV,Medsize,A,1
BO46265,Oregon,6906,No,Extended,College,2011-02-18,Medical Leave,M,13432,Suburban,Married,92,5,82,0,8,Personal Auto,Personal L3,Offer1,Branch,610,Four-Door Car,Small,A,2
IO33050,Oregon,5119,No,Basic,High School or Below,2011-01-10,Employed,F,40169,Urban,Divorced,65,1,47,1,3,Personal Auto,Personal L3,Offer1,Call Center,302,Four-Door Car,Medsize,A,1
YH24323,California,2511,No,Basic,College,2011-02-03,Medical Leave,F,14906,Suburban,Married,66,31,0,0,1,Corporate Auto,Corporate L3,Offer2,Branch,421,Four-Door Car,Small,A,2
RN87402,California,10369,No,Basic,College,2011-02-08,Unemployed,F,0,Suburban,Married,69,35,50,0,2,Corporate Auto,Corporate L2,Offer1,Branch,454,Four-Door Car,Small,A,2
SS90882,Oregon,7680,No,Basic,College,2011-01-06,Employed,F,66795,Urban,Married,64,14,71,0,2,Personal Auto,Personal L3,Offer3,Web,238,Four-Door Car,Medsize,A,1
SV50502,Oregon,5595,No,Basic,Master,2011-01-22,Employed,F,79189,Suburban,Married,69,6,97,0,4,Corporate Auto,Corporate L2,Offer4,Branch,331,Four-Door Car,Medsize,A,1
ZN24083,Oregon,5532,No,Basic,Doctor,2011-02-26,Employed,M,29084,Suburban,Divorced,71,14,59,1,3,Corporate Auto,Corporate L2,Offer1,Web,492,Four-Door Car,Small,A,2
DA54619,Oregon,9035,Yes,Premium,High School or Below,2011-01-21,Employed,F,34337,Suburban,Married,113,15,44,0,9,Personal Auto,Personal L3,Offer2,Web,542,Four-Door Car,Large,A,1
WN45973,Washington,12584,No,Basic,Master,2011-02-16,Employed,M,83013,Rural,Married,103,2,75,0,2,Corporate Auto,Corporate L3,Offer1,Agent,155,SUV,Medsize,A,2
LR82110,Nevada,20101,No,Basic,Doctor,2011-01-27,Medical Leave,F,23638,Suburban,Married,102,32,62,0,2,Personal Auto,Personal L2,Offer3,Web,489,SUV,Medsize,A,1
TS50305,California,3979,No,Basic,High School or Below,2011-02-27,Unemployed,F,0,Suburban,Single,112,11,3,0,1,Personal Auto,Personal L3,Offer1,Agent,806,SUV,Medsize,A,2
CZ19025,Oregon,2489,No,Basic,High School or Below,2011-01-26,Employed,F,47888,Suburban,Single,64,23,16,1,1,Personal Auto,Personal L1,Offer1,Web,545,Four-Door Car,Small,A,1
SM52948,Nevada,8707,No,Basic,Bachelor,2011-01-05,Employed,F,57107,Suburban,Married,110,27,84,3,7,Personal Auto,Personal L2,Offer2,Branch,528,SUV,Small,A,1
UG49716,Washington,4196,No,Basic,College,2011-01-03,Unemployed,F,0,Suburban,Single,114,19,77,0,1,Personal Auto,Personal L3,Offer1,Branch,1182,Luxury,Large,A,1
MY60905,California,4784,No,Basic,Bachelor,2011-01-03,Unemployed,F,0,Suburban,Single,68,16,81,0,6,Personal Auto,Personal L3,Offer1,Branch,326,Two-Door Car,Medsize,A,1
HY76810,Oregon,6282,No,Premium,Bachelor,2011-01-30,Unemployed,F,0,Rural,Married,172,23,6,0,1,Corporate Auto,Corporate L3,Offer2,Branch,141,SUV,Small,A,1
DY49235,Arizona,5205,No,Basic,College,2011-01-10,Disabled,F,25237,Suburban,Divorced,69,23,52,0,9,Personal Auto,Personal L3,Offer2,Agent,378,Four-Door Car,Medsize,A,1
AW48347,Washington,13024,Yes,Extended,Master,2011-01-31,Unemployed,M,0,Suburban,Single,125,6,61,0,2,Personal Auto,Personal L3,Offer1,Agent,900,SUV,Small,A,1
GQ11852,Oregon,13306,No,Premium,College,2011-01-05,Employed,F,39017,Urban,Married,170,10,4,2,3,Personal Auto,Personal L3,Offer1,Call Center,592,SUV,Medsize,A,1
PM63319,Washington,4529,No,Basic,College,2011-02-22,Unemployed,F,0,Suburban,Single,65,7,67,0,7,Personal Auto,Personal L1,Offer1,Agent,438,Four-Door Car,Medsize,A,2
VC54081,Oregon,9449,No,Basic,College,2011-02-10,Unemployed,F,0,Rural,Married,63,11,20,0,2,Special Auto,Special L2,Offer1,Branch,117,Four-Door Car,Medsize,A,2
CD38665,California,14510,No,Basic,High School or Below,2011-02-01,Employed,M,41433,Suburban,Married,183,24,40,0,9,Personal Auto,Personal L2,Offer2,Call Center,1317,Luxury,Medsize,A,2
WG93963,California,8575,No,Extended,College,2011-02-10,Employed,F,39946,Suburban,Divorced,218,23,99,0,1,Personal Auto,Personal L1,Offer1,Branch,1046,Luxury,Small,A,2
MJ45965,Oregon,8059,No,Basic,High School or Below,2011-02-18,Employed,M,72309,Urban,Single,68,3,51,0,2,Personal Auto,Personal L3,Offer4,Branch,244,Four-Door Car,Medsize,A,2
PT73521,California,2732,No,Basic,College,2011-02-08,Employed,M,42968,Suburban,Married,69,15,85,0,1,Personal Auto,Personal L1,Offer3,Agent,331,Four-Door Car,Medsize,A,2
TU68427,Arizona,2649,No,Basic,High School or Below,2011-02-03,Unemployed,F,0,Suburban,Single,73,3,93,0,1,Personal Auto,Personal L3,Offer2,Web,350,Two-Door Car,Medsize,A,2
VX79712,Washington,6775,No,Extended,Doctor,2011-02-20,Employed,M,27354,Suburban,Married,86,2,13,1,7,Personal Auto,Personal L3,Offer4,Branch,412,Two-Door Car,Medsize,A,2
